objname,dist_parsec,vgsr(km/s)
ESO011-005,44.6683592151,2825
NGC7112,71.1213513653,6035
UGC11799,77.6247116629,5570
ESO403-017,23.1206479018,2728
ESO403-024,23.550492839,2635
UGC11818,22.6986485188,2613
NGC7131,75.5092227665,5527
ESO403-031,32.9609712177,2552
NGC7126,35.9749335156,2970
UGC11833,103.752841582,5462
NGC7140,26.7916832482,2922
UGC11838,52.2396188999,3691
UGC11839,97.7237220956,6164
NGC7144,24.3220400907,1896
NGC7145,23.2273679636,1863
IC5145,117.489755494,7554
NGC7151,22.9086765277,1827
ESO404-012,38.0189396321,2672
UGC11862,77.9830110523,6064
NGC7177,20.0447202737,1343
ESO404-017,42.6579518802,2535
NGC7171,43.651583224,2823
ESO404-018,30.4789498963,2303
ESO466-036,56.4936974812,2418
NGC7173,31.0455958813,2533
NGC7168,34.6736850453,2803
ESO601-007,22.6986485188,1866
NGC7184,33.4195040026,2700
ESO532-014,23.3345806228,1787
IC5156,37.1535229097,2552
ESO404-027,34.6736850453,2581
UGC11893,122.461619927,5786
UGC11895,63.6795520908,4942
NGC7179,44.4631267469,2884
NGC7196,44.6683592151,2850
UGC11918,61.6595001861,4301
NGC7192,37.4973002245,2869
NGC7200,34.5143739336,2871
NGC7217,26.302679919,1167
ESO048-017,23.6591969749,2785
UGC11921,20.0447202737,1860
NGC7213,30.199517204,1731
NGC7218,25.1188643151,1752
ESO601-025,20.2301917868,1815
IC5171,30.9029543251,2811
NGC7222,207.96966871,12531
UGC11941,114.81536215,7063
UGC11946,89.949758153,5758
ESO533-004,37.3250157796,2648
UGC11961,72.1107479183,4384
IC5176,26.5460556198,1645
IC1441,79.7994687268,5356
UGC11967,64.2687717317,5250
NGC7241,57.5439937337,1642
ESO237-049,35.6451133426,2885
IC5179,43.4510224172,3427
ESO289-010,34.9945167028,2742
UGC11973,51.5228644582,4438
UGC11977,192.309172891,11502
NGC7247,29.1071711807,2535
ESO237-052,30.6196343369,2862
PGC068560,127.057410521,8456
UGC11994,64.2687717317,5092
NGC7264,87.0963589956,4495
ESO602-015,43.8530697775,2752
ESO027-008,29.6483138952,2350
NGC7259,20.1372424986,1761
UGC12010,28.4446110745,2970
ESO289-026,20.9893988362,2415
NGC7282,47.424198526,4764
NGC7280,21.4783047413,2045
PGC068872,103.752841582,7752
ESO533-028,33.5737614243,2620
NGC7290,41.304750199,3087
UGC12054,36.8128973643,2233
UGC12069,24.4343055269,2566
NGC7302,23.550492839,2767
UGC12071,165.196179823,10607
PGC069160,175.388050184,10506
NGC7307,21.5774440915,2076
NGC7311,56.4936974812,4697
PGC069284,106.16955572,7283
NGC7332,22.80342072,1379
NGC7328,39.9944749761,2994
NGC7339,21.8776162395,1533
UGC12123,55.4625712958,4281
UGC12141,37.8442584717,2282
UGC12135,46.9894108605,4213
UGC12133,115.877735616,7588
NGC7347,30.6196343369,2408
PGC069448,29.7851642943,3101
NGC7329,44.8745389933,3149
UGC12160,25.5858588691,1756
ESO289-048,31.477483141,2817
UGC12158,123.594743344,9478
UGC12165,74.4731973906,6739
UGC12173,56.4936974812,4991
UGC12178,24.3220400907,2086
NGC7368,30.9029543251,2352
PGC069691,38.3707245492,2689
IC5249,33.1131121483,2269
NGC7378,26.302679919,2666
ESO346-001,36.8128973643,2330
UGC12204,106.659612123,6940
UGC12212,24.3220400907,1096
NGC7392,41.686938347,3223
NGC7407,97.7237220956,6634
UGC12234,54.9540873858,6517
NGC7400,35.8096437103,2972
NGC7410,40.1790810849,1735
ESO346-014,45.9198012837,2691
UGC12249,112.719745618,7750
NGC7416,32.6587832172,2976
UGC12252,115.345325782,7318
IC5269A,36.982817978,2879
IC5269B,20.796966871,1670
NGC7418A,34.8337315036,2109
IC1459,28.973435877,1800
ESO603-031,35.4813389234,2342
PGC070107,33.4195040026,5929
IC5269,25.351286305,2036
IC5270,24.6603933723,1931
IC5271,22.9086765277,1736
IC1461,145.881426028,9427
UGC12281,33.8844156139,2738
NGC7448,42.0726628384,2367
NGC7454,23.6591969749,2184
UGC12307,51.0504999975,2975
UGC12308,37.3250157796,2390
NGC7461,57.5439937337,4411
NGC7463,22.80342072,2404
UGC12320,88.3079900419,6825
UGC12321,54.7015962894,2331
NGC7469,70.7945784384,5068
ESO469-008,42.0726628384,1793
NGC7479,30.199517204,2546
UGC12344,27.0395836411,1810
IC1468,162.181009736,9735
UGC12350,25.7039578277,2312
UGC12355,92.4698173938,7910
UGC12388,65.1628394061,4736
ESO469-015,26.7916832482,1659
ESO407-007,28.0543363795,1633
PGC070600,128.824955169,9786
UGC12410,114.81536215,7285
NGC7507,24.7742205763,1638
ESO407-009,27.4157417193,1568
IC1474,43.2513831035,3638
UGC12430,42.0726628384,3873
NGC7537,36.6437574648,2818
NGC7541,38.0189396321,2820
NGC7531,24.3220400907,1571
UGC12451,35.9749335156,3779
UGC12458,127.057410521,7054
ESO291-011,189.670592121,12951
NGC7562A,40.1790810849,3650
NGC7552,28.7078058202,1586
PGC070927,49.659232145,3732
ESO407-014,34.35579479,2750
NGC7593,53.703179637,4266
NGC7591,55.4625712958,5101
UGC12504,51.9995996534,2635
NGC7590,24.5470891569,1563
UGC12494,46.3446919736,4354
NGC7606,35.4813389234,2317
UGC12501,57.5439937337,3966
IC5309,46.3446919736,4337
UGC12497,31.1888958409,3911
NGC7608,43.0526610492,3672
NGC7599,23.2273679636,1658
NGC7610,43.651583224,3709
UGC12519,47.8630092323,4546
NGC7619,52.480746025,3912
NGC7626,44.2588372363,3551
UGC12535,32.6587832172,4366
PGC071159,26.1818300822,4022
UGC12538,48.7528490103,5099
PGC071171,35.3183169792,4146
NGC7631,54.7015962894,3905
NGC7634,51.9995996534,3377
PGC071197,38.3707245492,3747
PGC071201,28.0543363795,3674
UGC12562,41.1149721105,3992
UGC12561,49.4310686987,3893
ESO291-024,22.4905460584,1661
IC5321,38.5478357666,2937
NGC7661,32.5087297385,1928
ESO240-004,20.6062991327,1519
PGC071529,40.5508535448,3670
NGC7678,44.8745389933,3678
UGC12631,130.016957803,9367
UGC12641,35.1560440528,2877
UGC12650,62.8058358813,5271
NGC7690,21.379620895,1442
NGC7689,24.3220400907,1901
IC5328,37.4973002245,3101
UGC12667,37.6703798984,3981
PGC071754,48.5288500162,4986
IC5334,45.498806015,2321
IC5333,28.4446110745,1904
UGC12681,26.6685866452,1632
UGC12692,36.140986264,2350
UGC12693,69.5024317589,5161
ESO347-029,30.3389118419,1553
UGC12701,122.461619927,9042
UGC12707,34.6736850453,2769
ESO408-012,51.9995996534,2979
ESO240-011,45.2897579904,2793
NGC7721,31.7687407065,2112
PGC072006,30.7609681474,2149
NGC7723,25.1188643151,1939
NGC7727,33.7287308659,1935
PGC072115,107.646521363,9578
PGC072139,94.1889596523,6755
PGC072169,102.801629813,7612
ESO292-014,25.2348077248,1452
UGC12755,157.76112697,8985
PGC072252,22.2843514927,2207
UGC12769,36.6437574648,2193
PGC072411,147.910838817,9212
PGC072438,114.81536215,9478
ESO149-001,20.8929613085,1818
NGC7755,29.9226463661,2971
UGC12807,197.696964011,12533
UGC12814,89.949758153,5996
PGC072633,124.738351424,10132
NGC7761,105.681750921,7258
ESO471-027,128.824955169,8838
PGC072734,106.659612123,5942
NGC7780,76.2079010025,5360
PGC072784,131.825673856,8144
ESO012-010,51.7606831951,1786
UGC12857,27.2897778281,2578
ESO538-013,155.596563161,10254
PGC073123,121.338885046,7746
NGC7796,49.4310686987,3260
PGC074050,71.1213513653,4894
PGC075289,123.594743344,8128
PGC077827,75.1622894018,2981
PGC079913,90.7820530178,6483
UGC05921,29.6483138952,1368
PGC083670,121.898959892,6132
PGC083688,73.4513868157,8182
PGC083715,70.145529842,6988
PGC083754,50.8159442561,7566
PGC085551,147.231250243,8929
PGC085610,113.762728582,8188
PGC086068,26.4240875732,1894
PGC086266,58.8843655356,4703
PGC086269,45.9198012837,3398
PGC086285,43.651583224,2790
PGC086290,49.4310686987,3728
PGC089942,26.302679919,3316
PGC090023,61.0942024906,4215
PGC090392,27.6694164541,4308
PGC090402,21.6770410482,2734
PGC090453,74.4731973906,5135
PGC090540,40.3645392968,2276
PGC090548,108.642562362,6210
PGC090553,52.9663443892,2667
PGC090564,83.9459986519,5861
PGC090591,162.929603264,11844
PGC090592,101.391138574,7794
PGC090595,157.036280433,6002
PGC090653,75.8577575029,6858
PGC090694,23.6591969749,1615
PGC090695,86.2978547767,6394
PGC090717,152.756605824,10010
PGC090726,123.594743344,8412
PGC090737,91.2010839356,4272
PGC090751,98.174794302,4406
PGC090766,102.329299228,5430
PGC090771,80.5378441199,6538
PGC090775,110.153930954,7286
PGC090776,70.145529842,3251
PGC090778,162.181009736,9577
PGC090783,95.4992586021,6430
PGC090784,198.609491736,8580
PGC090801,62.2300285169,3863
PGC090811,81.6582371359,4137
PGC090789,123.026877081,8100
PGC090831,207.96966871,11198
PGC090844,53.9510622515,4617
PGC090927,90.3649473722,4418
PGC090941,39.26449354,2163
PGC091580,210.862814993,10735
PGC091586,95.4992586021,6430
PGC091594,124.738351424,9192
PGC091621,77.9830110523,6708
PGC091630,63.095734448,5485
PGC091643,92.4698173938,5106
PGC091656,34.1979442514,3978
PGC091661,101.859138805,5805
PGC091705,87.9022516831,5577
PGC091731,90.3649473722,7412
PGC091742,55.9757601495,2805
PGC091747,93.7562006926,6782
PGC091777,73.4513868157,5285
PGC091787,80.5378441199,5416
PGC091814,66.9884609417,7350
PGC092378,73.7904230129,5758
PGC093031,47.6430986805,3623
PGC093038,251.188643151,11435
PGC097023,28.4446110745,5599
PGC097032,41.304750199,4560
PGC097067,38.7257644922,4473
PGC097081,41.8793565118,5524
PGC097136,56.7544605409,3395
PGC097187,95.4992586021,5100
PGC097243,31.7687407065,2979
PGC100768,48.9778819368,4341
PGC132177,329.609712177,19080
PGC155511,79.0678628,3674
PGC165356,32.359365693,3316
PGC165788,72.4435960075,5290
PGC166472,63.9734835483,4441
PGC166559,74.8169500511,4602
PGC166755,31.477483141,2652
PGC166758,59.1561634175,4566
PGC166785,65.7657837355,4843
PGC169662,147.910838817,8487
PGC200171,334.195040026,23832
PGC212843,162.929603264,11410
PGC214719,314.77483141,22682
PGC214810,98.174794302,7952
PGC340526,213.79620895,15080
PGC343503,164.437172321,10346
PGC376039,236.591969749,13302
PGC471591,276.694164541,18221
PGC575633,56.234132519,3129
PGC576005,34.0408189701,4486
PGC576636,47.2063041264,4564
PGC577429,51.5228644582,1783
PGC643983,175.388050184,15987
PGC648636,250.03453617,14506
PGC662260,328.095293113,20472
PGC765572,181.970085861,13281
NGC1201,20.3235701094,1597
PGC869197,353.183169792,23603
PGC906205,69.1830970919,4593
PGC998264,245.470891569,22941
PGC999654,195.884467351,15072
PGC1059326,67.9203632617,2702
PGC1114283,198.609491736,13497
PGC002501,222.843514927,16653
PGC1124612,358.096437103,31378
PGC1154145,136.144468247,13749
PGC1154577,193.196831702,18910
PGC1160052,264.240875732,27136
PGC1161680,208.929613085,19672
PGC679349,260.615355,15002
PGC1172545,322.106879128,32351
PGC1210567,51.2861383991,6058
PGC1392929,159.955802861,10914
UGC11149,238.781128291,16462
NGC7503,193.196831702,13365
PGC1506233,133.659551655,8359
PGC1809186,103.276140576,9384
PGC2078048,120.226443462,6161
PGC2793261,52.480746025,4637
PGC2793266,74.8169500511,5429
PGC2793272,66.9884609417,4225
PGC2793273,63.6795520908,5405
PGC2793293,74.1310241301,4478
PGC2793294,83.1763771103,5720
PGC2793297,48.9778819368,4560
PGC2793300,83.5603018231,4468
PGC2793302,45.2897579904,5717
PGC2793304,74.1310241301,5175
PGC2793305,109.144033645,4930
PGC2793306,52.7229861423,3942
PGC2793309,98.6279485631,5229
PGC2793310,63.9734835483,6133
PGC2793313,63.095734448,4724
PGC2793323,84.3334757764,4704
PGC2793324,88.7156012038,6134
PGC2793326,69.5024317589,5307
PGC2793329,68.2338694142,3370
PGC2793332,61.0942024906,5429
PGC2793338,61.9441075077,4804
PGC2793347,83.5603018231,3943
PGC2793348,60.5340874754,6133
PGC2793352,47.8630092323,4475
PGC3077814,64.2687717317,5270
PGC3078024,79.7994687268,3908
PGC3080012,68.2338694142,4940
PGC3081460,207.014134879,12712
PGC3114934,371.535229097,35904
PGC3116657,281.838293126,25977
VV169,116.949939102,9131
UGC04008,127.057410521,9234
UGC09425,169.044093164,10486
NGC7253,69.8232404077,4930
SDSSJ224142.05-000812.9,237.684028662,17485
SDSSJ103928.53+051101.1,359.749335156,20203
2MASXJ01270614+1906587,165.958690744,13036
2MASXJ01454460-5605518,369.82817978,26265
2MASXJ03372260-3302350,172.186857499,11584
2MASXJ09591870-1928233,68.5488226453,3439
2MASXJ12592407+2820498,353.183169792,20314
2MASXJ13524703+0518496,383.707245492,25157
SDSSJ212342.95-005035.0,275.422870334,18904
SDSSJ012648.45-011417.3,254.683025259,17269
[QQH97]J234014.21+261211.8,169.824365246,10374
SCPJ110136.37-060631.6,204.173794467,11841
NSFJ235412.09+272432.3,112.20184543,7373
NSFJ022743.32+281037.6,145.211161759,10561
SDSSJ121438.73+121347.7,325.087297385,19125
PGC5068230,133.659551655,9474
SDSSJ021404.48-001420.6,369.82817978,35328
NSFJ033923.74+350249.0,23.3345806228,974
SDSSJ223041.15-004634.4,283.13919958,27068
SDSSJ215704.19-001324.4,385.478357666,32611
SDSSJ030421.26-010347.0,394.457302075,37311
APMUKS(BJ)B033926.36-005631.5,396.278034255,37921
APMUKS(BJ)B231730.59-001946.5,387.257644922,33172
APMUKS(BJ)B002819.57-005941.4,392.6449354,35336
[WM92]212426.8-614612,345.143739336,22407
NGC3583,30.4789498963,2155
UGC05238,32.5087297385,1626
NGC5963,33.8844156139,819
IC1125,29.3764965196,2814
NGC4238,37.4973002245,2868
UGC07170,29.1071711807,2403
NGC3978,157.036280433,10046
PGC035705,30.3389118419,1485
UGC01333,260.615355,17780
NGC3982,23.4422881532,1191
PGC044592,57.8096047406,8013
NGC3756,20.5116217883,1358
PGC3116670,329.609712177,22950
IC4567,63.3869711257,5866
UGC08282,48.9778819368,2176
UGC00139,58.0764417521,4050
NGC4675,79.7994687268,4875
UGC10858,88.7156012038,5637
PGC086633,99.5405417352,3694
IC3322A,23.3345806228,923
NGC2619,52.7229861423,3417
NGC4814,42.6579518802,2598
UGC06575,34.5143739336,1296
PGC045981,164.437172321,7135
UGC10854,49.4310686987,3014
NGC3683,32.2106879128,1786
NGC4123,20.1372424986,1232
NGC5574,23.6591969749,1573
NGC5707,44.8745389933,2314
NGC5874,46.3446919736,3277
UGC05713,102.329299228,6251
UGC06355,32.8095293113,2170
UGC05542,142.56075936,9255
NGC5975,56.7544605409,4480
NGC2654,31.6227766017,1412
NGC3622,20.6062991327,1412
PGC043164,40.1790810849,6625
NGC5950,30.7609681474,2745
UGC04659,36.982817978,1784
NGC5350,27.6694164541,2400
UGC08988,33.5737614243,2213
PGC043840,103.276140576,7965
UGC04032,122.461619927,8075
UGC04824,34.0408189701,2218
PGC044975,97.7237220956,7592
UGC08114,26.7916832482,1966
UGC09071,30.9029543251,1946
NGC5698,63.6795520908,3734
NGC5894,40.926065973,2619
IC4011,94.6237161366,7283
IC2207,77.6247116629,4773
PGC025005,119.674053131,7484
UGC04725,42.4619563946,1952
NGC2770,26.6685866452,1912
NGC3454,20.6062991327,1026
NGC3501,22.5943577022,1053
UGC06603,25.003453617,1627
NGC3835,51.5228644582,2535
UGC06837,115.345325782,5918
NGC3947,83.1763771103,6161
NGC3972,20.0447202737,933
NGC4168,34.1979442514,2213
NGC4193,35.9749335156,2407
PGC039556,23.3345806228,1924
UGC07522,35.4813389234,1337
PGC044440,101.859138805,5464
NGC4854,138.03842646,8396
PGC044594,91.6220490122,6683
PGC044662,85.1138038202,8105
PGC044740,99.0831944893,6152
IC4045,97.2747223777,6983
UGC08166,55.4625712958,2897
PGC045190,54.7015962894,5521
IC4263,41.8793565118,2801
PGC059076,136.144468247,9001
PGC083753,61.3762005165,6915
NGC4353,28.5759054337,1044
NGC3020,21.6770410482,1333
NGC4045,32.5087297385,1867
NGC3471,24.2102904674,2202
UGC05354,32.9609712177,1196
IC0842,99.5405417352,7290
UGC09703,28.7078058202,2636
UGC10297,36.8128973643,2415
UGC04922,35.8096437103,2017
PGC045023,51.2861383991,7430
NGC3279,31.1888958409,1285
PGC083758,59.7035286584,7104
IC2219,66.6806769214,5166
NGC3873,76.5596606911,5333
IC4088,121.898959892,7130
PGC046604,195.884467351,15941
UGC05791,27.4157417193,889
PGC046640,155.596563161,10295
UGC07394,30.9029543251,1511
NGC4926,94.1889596523,7870
PGC056443,145.881426028,9716
NGC4919,84.3334757764,7314
NGC4348,31.6227766017,1900
NGC5719,26.4240875732,1716
UGC05844,27.6694164541,1429
NGC6264,143.879857826,10314
PGC037040,70.4693068967,7642
NGC3443,26.5460556198,1032
NGC4629,32.9609712177,1020
UGC10413,48.305880204,3109
UGC05990,25.7039578277,1557
NGC5962,32.2106879128,2040
NGC4041,50.3500608788,1311
NGC5485,25.7039578277,2027
NGC4233,32.9609712177,2200
NGC5376,53.4564359397,2198
NGC5443,31.7687407065,1919
NGC5430,41.304750199,3123
NGC5016,46.3446919736,2617
NGC3605,20.5116217883,608
IC1151,48.7528490103,2266
NGC3795,24.4343055269,1294
NGC4259,57.0164272281,2393
NGC3839,57.5439937337,5834
NGC3073,33.4195040026,1216
NGC4411B,26.7916832482,1205
IC3959,111.173172728,7043
PGC044928,93.3254300797,5817
PGC036856,95.9400631516,6770
PGC083663,147.231250243,6639
NGC4152,33.8844156139,2111
NGC4316,26.4240875732,1184
UGC08684,24.3220400907,2327
NGC5346,36.982817978,2581
UGC09057,29.7851642943,1545
UGC07579,40.926065973,2173
IC2348,108.642562362,5889
PGC044704,103.752841582,6192
UGC04777,32.0626932451,2006
UGC07153,48.7528490103,2714
PGC035978,89.949758153,6817
PGC051854,276.694164541,12185
UGC04257,59.7035286584,4104
UGC07424,25.1188643151,781
PGC044390,111.686324778,7140
IC3913,67.6082975392,7529
PGC083746,77.6247116629,5900
UGC09638,33.5737614243,2427
PGC083720,93.3254300797,7033
PGC083762,93.3254300797,8665
NGC5678,27.7971326776,2037
NGC3522,25.4683025259,1142
UGC08025,102.329299228,6332
NGC3850,20.5116217883,1233
NGC4141,37.4973002245,1993
PGC044560,173.780082875,7823
NGC3156,22.181964198,1209
NGC3549,40.5508535448,2910
IC3947,102.801629813,5666
UGC04395,49.2039535681,2140
UGC05107,34.8337315036,1868
PGC039813,21.6770410482,2484
PGC090803,80.1678063388,5284
NGC5584,28.1838293126,1627
IC2461,52.2396188999,2240
NGC3055,24.7742205763,1680
NGC3755,34.35579479,1579
UGC04414,120.226443462,7459
UGC04970,49.659232145,2401
NGC6104,140.604752413,8513
UGC10043,44.2588372363,2254
PGC028061,105.196187382,9899
PGC083757,63.3869711257,8244
PGC039894,32.8095293113,875
PGC083667,66.9884609417,6933
UGC09299,29.2415237784,1533
UGC04247,80.5378441199,2742
PGC083675,152.054752973,8352
PGC090815,66.6806769214,2426
UGC04113,98.174794302,5230
PGC1258718,126.473634747,8980
PGC090795,134.896288259,6808
PGC044848,76.5596606911,7654
PGC036132,83.5603018231,6714
NGC5290,32.9609712177,2639
NGC3652,23.550492839,1997
UGC08013,129.419584145,7886
UGC04482,42.2668614266,1999
PGC083665,58.8843655356,8122
UGC00866,23.550492839,1804
PGC083752,111.686324778,8127
PGC044546,164.437172321,7046
PGC083759,99.5405417352,7292
PGC090817,106.659612123,5588
UGC08642,33.1131121483,2515
UGC08662,35.4813389234,2081
PGC048783,104.231742939,7180
NGC5313,46.9894108605,2617
NGC5320,36.307805477,2691
NGC5371,31.477483141,2661
PGC049732,30.6196343369,2642
UGC08899,48.9778819368,2879
NGC5448,33.5737614243,2120
UGC08995,21.9785987278,1228
NGC5470,20.3235701094,1005
UGC09024,25.8226019063,2355
UGC09056,25.7039578277,2149
PGC050620,26.1818300822,4882
NGC5529,44.4631267469,2956
UGC09215,24.3220400907,1380
NGC5630,30.4789498963,2772
UGC09279,62.8058358813,4161
UGC09303,84.3334757764,4360
NGC5656,59.7035286584,3232
UGC09345,66.0693448008,2304
NGC5661,43.8530697775,2357
NGC5714,37.8442584717,2356
NGC5708,30.3389118419,2816
UGC09448,42.2668614266,2324
UGC09437,242.102904674,14451
NGC5730,27.5422870334,2636
NGC5727,43.0526610492,1586
NGC5740,29.2415237784,1565
UGC09530,83.9459986519,8594
UGC09556,55.2077439281,2462
UGC09612,157.036280433,10963
NGC5806,20.7014134879,1357
UGC09657,34.9945167028,2673
UGC09665,35.3183169792,2689
PGC053805,87.9022516831,14906
UGC09845,43.4510224172,1945
NGC5951,26.1818300822,1848
NGC6038,145.881426028,9511
PGC057064,187.93168168,10358
UGC10205,149.279440958,6691
NGC6063,45.2897579904,2916
IC1197,22.5943577022,1435
UGC07941,45.0816704541,2421
NGC6155,24.6603933723,2582
UGC07567,28.973435877,795
PGC044667,61.0942024906,8403
UGC07184,33.2659553294,2018
NGC2410,62.2300285169,4650
NGC5169,48.083934845,2501
IC3955,98.174794302,7681
PGC044675,111.686324778,7721
PGC083725,47.2063041264,7644
IC0718,22.0800473302,1892
NGC5301,20.8929613085,1598
UGC04424,74.1310241301,4337
UGC04148,28.1838293126,726
UGC04906,36.140986264,2318
NGC5777,42.8548520397,2295
UGC06015,201.372424986,12460
PGC213672,155.596563161,9105
IC4062,119.124200803,10902
PGC051473,172.186857499,11190
PGC214352,147.910838817,10112
PGC039401,103.752841582,6859
NGC3861,97.7237220956,5019
PGC083760,87.4983775227,5752
UGC00272,55.4625712958,3989
NGC0497,112.719745618,8193
UGC02081,40.3645392968,2628
NGC2424,48.9778819368,3340
UGC04132,82.035154433,5162
PGC022976,133.659551655,9458
NGC2543,29.6483138952,2449
PGC023146,65.1628394061,4194
UGC04299,57.2796030986,4219
UGC04324,57.5439937337,4732
PGC023347,55.9757601495,4766
UGC04332,134.896288259,5440
PGC023420,55.9757601495,4066
UGC04361,44.2588372363,3666
UGC04400,78.7045789695,4294
UGC04399,58.0764417521,4405
PGC023709,96.8277856261,5209
NGC2595,74.1310241301,4245
PGC023757,77.9830110523,6371
UGC04468,79.7994687268,7407
NGC2623,98.174794302,5428
UGC04614,116.412602941,7535
UGC04621,33.7287308659,2269
NGC2713,75.1622894018,3752
NGC2742,20.8929613085,1359
PGC025794,78.3429642766,5040
IC0530,81.6582371359,4844
UGC05020,32.0626932451,1590
NGC2916,39.0840895792,3636
UGC05218,51.2861383991,2966
NGC2998,58.8843655356,4782
NGC3041,24.3220400907,1308
UGC05347,40.1790810849,2001
UGC05358,42.2668614266,2803
UGC05393,26.9153480393,1418
NGC3118,28.0543363795,1306
PGC029466,59.1561634175,2656
NGC3131,75.8577575029,5015
UGC05522,40.7380277804,1095
PGC029953,116.412602941,7367
UGC05574,21.7770977235,1396
NGC3225,49.2039535681,2200
UGC05646,23.8781128291,1275
NGC3246,35.4813389234,2014
NGC3245A,26.5460556198,1281
UGC05691,269.153480393,16250
NGC3259,32.359365693,1775
NGC3294,30.0607630263,1561
PGC031552,107.151930524,6839
NGC3327,101.391138574,6249
NGC3332,80.9095899178,5723
NGC3338,23.3345806228,1202
UGC05897,35.4813389234,2613
UGC05958,23.4422881532,1144
NGC3437,30.3389118419,1203
UGC06083,31.915378551,862
UGC06104,50.5824662003,2868
NGC3592,20.5116217883,1228
UGC06271,31.6227766017,1978
UGC06309,35.6451133426,2910
UGC06332,92.0449571753,6165
NGC3629,35.4813389234,1475
UGC06363,101.391138574,6268
UGC06402,32.359365693,2489
UGC06399,20.3235701094,848
NGC3669,23.3345806228,1830
UGC06586,68.8652296344,3902
UGC06594,21.379620895,976
UGC06610,32.8095293113,1861
IC0719,23.6591969749,1742
PGC036349,80.5378441199,5928
PGC036371,69.8232404077,6274
UGC06679,74.4731973906,5193
PGC036683,65.1628394061,6979
PGC036779,118.032063565,6108
NGC3888,39.9944749761,2474
NGC3891,135.518941235,6278
UGC06774,58.0764417521,2502
UGC06780,40.7380277804,1599
UGC06791,31.6227766017,1818
PGC037153,48.5288500162,6601
UGC06879,32.0626932451,2272
UGC06891,83.9459986519,6706
NGC4017,50.1187233627,3433
IC0750,35.4813389234,740
UGC07016,113.762728582,7223
NGC4055,115.877735616,7291
NGC4059,113.240036324,7131
UGC07133,63.9734835483,2530
IC3021,56.4936974812,2470
NGC4165,56.7544605409,1811
NGC4172,136.144468247,9405
IC0769,38.194427084,2146
UGC07223,53.9510622515,2021
NGC4189,22.6986485188,2049
NGC4200,24.2102904674,2280
IC3061,41.1149721105,2262
NGC4224,57.8096047406,2510
UGC07301,26.5460556198,761
IC3099,34.5143739336,2062
IC3115,24.4343055269,656
NGC4252,21.7770977235,792
UGC07357,115.877735616,6658
NGC4260,36.307805477,1709
NGC4276,27.5422870334,2544
NGC4309,26.6685866452,969
PGC040059,22.6986485188,681
IC3225,29.3764965196,2298
PGC040115,23.550492839,1030
IC3229,24.3220400907,1468
IC3247,23.0144181741,575
NGC4343,21.9785987278,922
IC3267,37.3250157796,1162
IC3298,33.7287308659,2393
NGC4430,35.6451133426,1373
NGC4493,100.925288608,6830
NGC4495,72.4435960075,4571
IC3446,45.7088189615,1198
IC3520,22.0800473302,757
PGC041978,44.8745389933,9128
UGC07774,26.4240875732,574
NGC4591,43.4510224172,2360
NGC4598,27.1643926884,1899
UGC07848,54.2000890402,2613
NGC4620,21.0862814993,1080
UGC07877,102.329299228,5908
IC3690,129.419584145,7533
UGC07890,100.461579028,7517
UGC07934,154.170045295,9696
PGC043278,70.145529842,6903
UGC07978,104.231742939,8096
UGC07991,20.4173794467,1193
UGC08004,85.9013521505,6204
UGC08017,123.026877081,7089
NGC4793,26.7916832482,2507
IC3881,27.9254384124,901
PGC044159,95.0604793656,7309
NGC4824,114.287833479,7103
IC3917,142.56075936,6648
NGC4839,110.153930954,7350
NGC4840,101.391138574,6046
NGC4842,97.2747223777,7322
NGC4842:,121.338885046,7246
PGC044367,85.1138038202,7243
UGC08085,29.7851642943,2006
PGC044467,105.196187382,7160
PGC044469,137.404197501,6929
IC3943,95.9400631516,6819
PGC044519,41.686938347,6952
NGC4860,109.144033645,7994
PGC044547,109.144033645,6418
IC3960,103.752841582,6587
IC3957,119.124200803,6374
PGC044562,110.153930954,5751
IC3963,87.0963589956,6840
PGC044573,104.712854805,9477
PGC044576,72.1107479183,6073
PGC044581,57.0164272281,6496
PGC044596,111.686324778,6045
PGC044616,86.2978547767,6932
NGC4874,97.7237220956,7182
PGC044629,99.0831944893,7600
NGC4875,108.642562362,8022
PGC044649,126.473634747,6914
NGC4876,89.536476555,6715
IC3998,88.3079900419,9434
NGC4883,87.4983775227,8165
PGC044699,83.5603018231,6586
IC4012,95.9400631516,7252
PGC044723,82.7942163712,7520
IC4021,96.3829023624,5748
NGC4895,90.7820530178,8543
IC4026,82.035154433,8190
PGC044763,104.231742939,7018
NGC4896,85.9013521505,5971
PGC044792,93.3254300797,7659
PGC044809,111.173172728,8437
PGC044815,65.7657837355,6613
IC4051,131.825673856,4999
PGC044897,112.20184543,7658
NGC4921,95.4992586021,5485
NGC4923,100.0,5478
PGC044929,130.016957803,7565
NGC4929,121.898959892,6241
PGC045032,70.4693068967,8224
IC4111,44.0554863507,7776
UGC08162,105.196187382,7167
UGC08161,94.6237161366,6661
NGC4961,36.982817978,2548
NGC4979,50.1187233627,6331
PGC045498,160.694125301,10126
IC4202,122.461619927,7134
UGC08244,83.9459986519,7115
IC4210,78.7045789695,6383
NGC5004A,69.1830970919,7289
NGC5012,38.194427084,2611
UGC08294,78.7045789695,6134
UGC08317,75.8577575029,6068
NGC5081,124.165230759,6660
UGC08399,119.674053131,7275
NGC5116,41.686938347,2910
IC4239,264.240875732,14574
